no,en,pos,CEFR,NGSL순위,분류,출처태그,kr,수능태그,중국어,일본어
1384,flash,adjective,B1,2483,내용어,[CEFR-J B1][NGSL 2483],,,,
1385,friendship,noun,A2,2484,내용어,[CEFR-J A2][NGSL 2484],,,,
1386,profession,noun,B1,2485,내용어,[CEFR-J B1][NGSL 2485],,,,
1387,gesture,noun,B1,2488,내용어,[CEFR-J B1][NGSL 2488],,,,
1388,entertain,verb,B1,2489,내용어,[CEFR-J B1][NGSL 2489],,,,
1389,fantastic,adjective,A2,2490,내용어,[CEFR-J A2][NGSL 2490],,,,
1390,assign,verb,B1,2491,내용어,[CEFR-J B1][NGSL 2491],,,,
1391,historic,adjective,B1,2493,내용어,[CEFR-J B1][NGSL 2493],,,,
1392,injure,verb,A2,2494,내용어,[CEFR-J A2][NGSL 2494],,,,
1393,remote,adjective,A2,2495,내용어,[CEFR-J A2][NGSL 2495],,,,
1394,twist,noun,B1,2498,내용어,[CEFR-J B1][NGSL 2498],,,,
1395,imagination,noun,A2,2500,내용어,[CEFR-J A2][NGSL 2500],,,,
1396,disagree,verb,A2,2501,내용어,[CEFR-J A2][NGSL 2501],,,,
1397,insight,noun,B1,2503,내용어,[CEFR-J B1][NGSL 2503],,,,
1398,forever,adverb,A2,2505,기능어,[CEFR-J A2][NGSL 2505],,,,
1399,joy,noun,A2,2508,내용어,[CEFR-J A2][NGSL 2508],,,,
1400,pregnant,adjective,B1,2509,내용어,[CEFR-J B1][NGSL 2509],,,,
1401,reliable,adjective,B1,2510,내용어,[CEFR-J B1][NGSL 2510],,,,
1402,poet,noun,B1,2512,내용어,[CEFR-J B1][NGSL 2512],,,,
1403,fortune,noun,A2,2513,내용어,[CEFR-J A2][NGSL 2513],,,,
1404,ceremony,noun,B1,2514,내용어,[CEFR-J B1][NGSL 2514],,,,
1405,pile,noun,A2,2515,내용어,[CEFR-J A2][NGSL 2515],,,,
1406,automatically,adverb,A2,2518,기능어,[CEFR-J A2][NGSL 2518],,,,
1407,scholar,noun,B1,2519,내용어,[CEFR-J B1][NGSL 2519],,,,
1408,psychological,adjective,B1,2520,내용어,[CEFR-J B1][NGSL 2520],,,,
1409,creature,noun,A2,2523,내용어,[CEFR-J A2][NGSL 2523],,,,
1410,fancy,adjective,A2,2529,내용어,[CEFR-J A2][NGSL 2529],,,,
1411,poetry,noun,B1,2530,내용어,[CEFR-J B1][NGSL 2530],,,,
1412,chat,verb,A2,2531,내용어,[CEFR-J A2][NGSL 2531],,,,
1413,sake,noun,A2,2534,내용어,[CEFR-J A2][NGSL 2534],,,,
1414,possession,noun,B1,2538,내용어,[CEFR-J B1][NGSL 2538],,,,
1415,curious,adjective,B1,2540,내용어,[CEFR-J B1][NGSL 2540],,,,
1416,wooden,adjective,A2,2541,내용어,[CEFR-J A2][NGSL 2541],,,,
1417,boom,noun,B1,2542,내용어,[CEFR-J B1][NGSL 2542],,,,
1418,tale,noun,B1,2543,내용어,[CEFR-J B1][NGSL 2543],,,,
1419,democratic,adjective,B1,2544,내용어,[CEFR-J B1][NGSL 2544],,,,
1420,maintenance,noun,B1,2545,내용어,[CEFR-J B1][NGSL 2545],,,,
1421,consequently,adverb,B1,2546,기능어,[CEFR-J B1][NGSL 2546],,,,
1422,pot,noun,B1,2547,내용어,[CEFR-J B1][NGSL 2547],,,,
1423,strengthen,verb,B1,2549,내용어,[CEFR-J B1][NGSL 2549],,,,
1424,fold,noun,B1,2552,내용어,[CEFR-J B1][NGSL 2552],,,,
1425,bin,noun,B1,2553,내용어,[CEFR-J B1][NGSL 2553],,,,
1426,undergo,verb,B1,2554,내용어,[CEFR-J B1][NGSL 2554],,,,
1427,scope,noun,B1,2556,내용어,[CEFR-J B1][NGSL 2556],,,,
1428,pretend,verb,A2,2557,내용어,[CEFR-J A2][NGSL 2557],,,,
1429,pride,noun,A2,2560,내용어,[CEFR-J A2][NGSL 2560],,,,
1430,intense,adjective,B1,2561,내용어,[CEFR-J B1][NGSL 2561],,,,
1431,craft,noun,B1,2564,내용어,[CEFR-J B1][NGSL 2564],,,,
1432,shell,noun,A2,2567,내용어,[CEFR-J A2][NGSL 2567],,,,
1433,limitation,noun,B1,2571,내용어,[CEFR-J B1][NGSL 2571],,,,
1434,wise,adjective,A2,2574,내용어,[CEFR-J A2][NGSL 2574],,,,
1435,compose,verb,B1,2576,내용어,[CEFR-J B1][NGSL 2576],,,,
1436,shelter,noun,B1,2578,내용어,[CEFR-J B1][NGSL 2578],,,,
1437,mere,adjective,B1,2579,내용어,[CEFR-J B1][NGSL 2579],,,,
1438,trigger,noun,B1,2583,내용어,[CEFR-J B1][NGSL 2583],,,,
1439,pipe,noun,B1,2584,내용어,[CEFR-J B1][NGSL 2584],,,,
1440,destruction,noun,B1,2585,내용어,[CEFR-J B1][NGSL 2585],,,,
1441,magic,adjective,A2,2589,내용어,[CEFR-J A2][NGSL 2589],,,,
1442,mystery,noun,A2,2590,내용어,[CEFR-J A2][NGSL 2590],,,,
1443,ski,noun,A2,2591,내용어,[CEFR-J A2][NGSL 2591],,,,
1444,whisper,noun,B1,2592,내용어,[CEFR-J B1][NGSL 2592],,,,
1445,menu,noun,A2,2594,내용어,[CEFR-J A2][NGSL 2594],,,,
1446,bless,verb,B1,2598,내용어,[CEFR-J B1][NGSL 2598],,,,
1447,airline,noun,B1,2599,내용어,[CEFR-J B1][NGSL 2599],,,,
1448,composition,noun,B1,2605,내용어,[CEFR-J B1][NGSL 2605],,,,
1449,coin,noun,A2,2606,내용어,[CEFR-J A2][NGSL 2606],,,,
1450,scan,noun,B1,2608,내용어,[CEFR-J B1][NGSL 2608],,,,
1451,bunch,noun,B1,2609,내용어,[CEFR-J B1][NGSL 2609],,,,
1452,racial,adjective,B1,2610,내용어,[CEFR-J B1][NGSL 2610],,,,
1453,hopefully,adverb,B1,2612,기능어,[CEFR-J B1][NGSL 2612],,,,
1454,trick,noun,A2,2614,내용어,[CEFR-J A2][NGSL 2614],,,,
1455,maker,noun,A2,2616,내용어,[CEFR-J A2][NGSL 2616],,,,
1456,belt,noun,A2,2619,내용어,[CEFR-J A2][NGSL 2619],,,,
1457,narrative,adjective,B1,2621,내용어,[CEFR-J B1][NGSL 2621],,,,
1458,tissue,noun,B1,2622,내용어,[CEFR-J B1][NGSL 2622],,,,
1459,barely,adverb,B1,2623,기능어,[CEFR-J B1][NGSL 2623],,,,
1460,invent,verb,A2,2624,내용어,[CEFR-J A2][NGSL 2624],,,,
1461,tourism,noun,B1,2625,내용어,[CEFR-J B1][NGSL 2625],,,,
1462,pro,noun,A2,2626,내용어,[CEFR-J A2][NGSL 2626],,,,
1463,stair,noun,A2,2627,내용어,[CEFR-J A2][NGSL 2627],,,,
1464,hesitate,verb,B1,2628,내용어,[CEFR-J B1][NGSL 2628],,,,
1465,shine,verb,A2,2629,내용어,[CEFR-J A2][NGSL 2629],,,,
1466,motivation,noun,B1,2630,내용어,[CEFR-J B1][NGSL 2630],,,,
1467,romantic,adjective,A2,2631,내용어,[CEFR-J A2][NGSL 2631],,,,
1468,firmly,adverb,B1,2632,기능어,[CEFR-J B1][NGSL 2632],,,,
1469,stomach,noun,A2,2634,내용어,[CEFR-J A2][NGSL 2634],,,,
1470,nowhere,adverb,B1,2635,기능어,[CEFR-J B1][NGSL 2635],,,,
1471,championship,noun,A2,2637,내용어,[CEFR-J A2][NGSL 2637],,,,
1472,excess,noun,B1,2640,내용어,[CEFR-J B1][NGSL 2640],,,,
1473,surprisingly,adverb,B1,2643,기능어,[CEFR-J B1][NGSL 2643],,,,
1474,differently,adverb,A2,2647,기능어,[CEFR-J A2][NGSL 2647],,,,
1475,continuous,adjective,B1,2649,내용어,[CEFR-J B1][NGSL 2649],,,,
1476,golden,adjective,A2,2650,내용어,[CEFR-J A2][NGSL 2650],,,,
1477,stamp,noun,A2,2651,내용어,[CEFR-J A2][NGSL 2651],,,,
1478,envelope,noun,A2,2653,내용어,[CEFR-J A2][NGSL 2653],,,,
1479,consume,verb,B1,2656,내용어,[CEFR-J B1][NGSL 2656],,,,
1480,luxury,noun,B1,2657,내용어,[CEFR-J B1][NGSL 2657],,,,
1481,weekly,adjective,A2,2658,내용어,[CEFR-J A2][NGSL 2658],,,,
1482,wherever,conjunction,B1,2659,기능어,[CEFR-J B1][NGSL 2659],,,,
1483,bite,noun,A2,2660,내용어,[CEFR-J A2][NGSL 2660],,,,
1484,printer,noun,A2,2661,내용어,[CEFR-J A2][NGSL 2661],,,,
1485,anxious,adjective,A2,2663,내용어,[CEFR-J A2][NGSL 2663],,,,
1486,adventure,noun,A2,2664,내용어,[CEFR-J A2][NGSL 2664],,,,
1487,fence,noun,A2,2665,내용어,[CEFR-J A2][NGSL 2665],,,,
1488,attraction,noun,B1,2667,내용어,[CEFR-J B1][NGSL 2667],,,,
1489,ocean,noun,B1,2668,내용어,[CEFR-J B1][NGSL 2668],,,,
1490,quietly,adverb,A2,2669,기능어,[CEFR-J A2][NGSL 2669],,,,
1491,castle,noun,A2,2670,내용어,[CEFR-J A2][NGSL 2670],,,,
1492,reflection,noun,B1,2672,내용어,[CEFR-J B1][NGSL 2672],,,,
1493,determination,noun,B1,2674,내용어,[CEFR-J B1][NGSL 2674],,,,
1494,altogether,adverb,B1,2675,기능어,[CEFR-J B1][NGSL 2675],,,,
1495,fiction,noun,A2,2676,내용어,[CEFR-J A2][NGSL 2676],,,,
1496,carpet,noun,B1,2677,내용어,[CEFR-J B1][NGSL 2677],,,,
1497,confusion,noun,B1,2679,내용어,[CEFR-J B1][NGSL 2679],,,,
1498,logic,noun,B1,2681,내용어,[CEFR-J B1][NGSL 2681],,,,
1499,controversial,adjective,B1,2682,내용어,[CEFR-J B1][NGSL 2682],,,,
1500,raw,adjective,A2,2683,내용어,[CEFR-J A2][NGSL 2683],,,,
1501,revise,verb,B1,2685,내용어,[CEFR-J B1][NGSL 2685],,,,
1502,liquid,adjective,B1,2689,내용어,[CEFR-J B1][NGSL 2689],,,,
1503,panic,noun,A2,2690,내용어,[CEFR-J A2][NGSL 2690],,,,
1504,slope,noun,B1,2693,내용어,[CEFR-J B1][NGSL 2693],,,,
1505,happiness,noun,A2,2694,내용어,[CEFR-J A2][NGSL 2694],,,,
1506,vessel,noun,B1,2696,내용어,[CEFR-J B1][NGSL 2696],,,,
1507,verb,noun,A2,2697,내용어,[CEFR-J A2][NGSL 2697],,,,
1508,silly,adjective,A2,2699,내용어,[CEFR-J A2][NGSL 2699],,,,
1509,transportation,noun,B1,2700,내용어,[CEFR-J B1][NGSL 2700],,,,
1510,comedy,noun,B1,2702,내용어,[CEFR-J B1][NGSL 2702],,,,
1511,chase,noun,B1,2703,내용어,[CEFR-J B1][NGSL 2703],,,,
1512,storage,noun,B1,2704,내용어,[CEFR-J B1][NGSL 2704],,,,
1513,universe,noun,B1,2705,내용어,[CEFR-J B1][NGSL 2705],,,,
1514,horrible,adjective,B1,2706,내용어,[CEFR-J B1][NGSL 2706],,,,
1515,lover,noun,A2,2708,내용어,[CEFR-J A2][NGSL 2708],,,,
1516,portrait,noun,A2,2710,내용어,[CEFR-J A2][NGSL 2710],,,,
1517,innocent,adjective,B1,2711,내용어,[CEFR-J B1][NGSL 2711],,,,
1518,substitute,noun,B1,2712,내용어,[CEFR-J B1][NGSL 2712],,,,
1519,filter,noun,B1,2716,내용어,[CEFR-J B1][NGSL 2716],,,,
1520,abstract,adjective,B1,2718,내용어,[CEFR-J B1][NGSL 2718],,,,
1521,tent,noun,B1,2719,내용어,[CEFR-J B1][NGSL 2719],,,,
1522,precise,adjective,A2,2720,내용어,[CEFR-J A2][NGSL 2720],,,,
1523,distant,adjective,B1,2721,내용어,[CEFR-J B1][NGSL 2721],,,,
1524,stranger,noun,A2,2722,내용어,[CEFR-J A2][NGSL 2722],,,,
1525,shade,noun,A2,2723,내용어,[CEFR-J A2][NGSL 2723],,,,
1526,leap,verb,B1,2727,내용어,[CEFR-J B1][NGSL 2727],,,,
1527,probability,noun,B1,2729,내용어,[CEFR-J B1][NGSL 2729],,,,
1528,leather,noun,A2,2730,내용어,[CEFR-J A2][NGSL 2730],,,,
1529,uncertainty,noun,B1,2731,내용어,[CEFR-J B1][NGSL 2731],,,,
1530,swear,verb,B1,2732,내용어,[CEFR-J B1][NGSL 2732],,,,
1531,shore,noun,A2,2734,내용어,[CEFR-J A2][NGSL 2734],,,,
1532,monthly,adjective,B1,2735,내용어,[CEFR-J B1][NGSL 2735],,,,
1533,stir,verb,B1,2737,내용어,[CEFR-J B1][NGSL 2737],,,,
1534,excitement,noun,B1,2738,내용어,[CEFR-J B1][NGSL 2738],,,,
1535,sigh,noun,B1,2739,내용어,[CEFR-J B1][NGSL 2739],,,,
1536,slice,noun,A2,2743,내용어,[CEFR-J A2][NGSL 2743],,,,
1537,wander,verb,A2,2744,내용어,[CEFR-J A2][NGSL 2744],,,,
1538,empire,noun,B1,2745,내용어,[CEFR-J B1][NGSL 2745],,,,
1539,gentle,adjective,A2,2747,내용어,[CEFR-J A2][NGSL 2747],,,,
1540,pale,adjective,B1,2754,내용어,[CEFR-J B1][NGSL 2754],,,,
1541,athlete,noun,A2,2756,내용어,[CEFR-J A2][NGSL 2756],,,,
1542,organic,adjective,B1,2757,내용어,[CEFR-J B1][NGSL 2757],,,,
1543,tongue,noun,B1,2758,내용어,[CEFR-J B1][NGSL 2758],,,,
1544,server,noun,B1,2759,내용어,[CEFR-J B1][NGSL 2759],,,,
1545,fool,noun,A2,2761,내용어,[CEFR-J A2][NGSL 2761],,,,
1546,unite,verb,B1,2763,내용어,[CEFR-J B1][NGSL 2763],,,,
1547,weird,adjective,B1,2767,내용어,[CEFR-J B1][NGSL 2767],,,,
1548,fade,verb,B1,2769,내용어,[CEFR-J B1][NGSL 2769],,,,
1549,cough,verb,B1,2770,내용어,[CEFR-J B1][NGSL 2770],,,,
1550,royal,adjective,A2,2772,내용어,[CEFR-J A2][NGSL 2772],,,,
1551,curtain,noun,B1,2774,내용어,[CEFR-J B1][NGSL 2774],,,,
1552,mayor,noun,B1,2775,내용어,[CEFR-J B1][NGSL 2775],,,,
1553,darkness,noun,B1,2776,내용어,[CEFR-J B1][NGSL 2776],,,,
1554,tournament,noun,B1,2778,내용어,[CEFR-J B1][NGSL 2778],,,,
1555,registration,noun,B1,2779,내용어,[CEFR-J B1][NGSL 2779],,,,
1556,fragment,noun,B1,2780,내용어,[CEFR-J B1][NGSL 2780],,,,
1557,cheek,noun,A2,2788,내용어,[CEFR-J A2][NGSL 2788],,,,
1558,attachment,noun,B1,2789,내용어,[CEFR-J B1][NGSL 2789],,,,
1559,noun,noun,A2,2792,내용어,[CEFR-J A2][NGSL 2792],,,,
1560,fortunate,adjective,B1,2793,내용어,[CEFR-J B1][NGSL 2793],,,,
1561,alright,adjective,A2,2794,내용어,[CEFR-J A2][NGSL 2794],,,,
1562,hunger,noun,B1,2797,내용어,[CEFR-J B1][NGSL 2797],,,,
1563,ashamed,adjective,B1,2799,내용어,[CEFR-J B1][NGSL 2799],,,,
1564,thirst,verb,B1,2801,내용어,[CEFR-J B1][NGSL 2801],,,,
